ID,ISBN,Автор,Артикул,Бумага,В продаже с,Вес,Возраст,Год издания,Год производства,Издательство,Иллюстраторы,Иллюстрации,Код товара,Место издания,Место производства,Название,Наличие,Обложка,Обрез,Описание,Перевод,Производитель,Размеры в мм (ДхШхВ),Рейтинг,Стикеры,Страниц,Тип обложки,Тираж,Тиснение,Формат,Футляр,Цена,Язык оригинала,Язык текста
971032,978-5-00111-345-4,Хантер Э.,207437,,04.01.2019,334 гр.,6 +,2018,,Абрис,,,971032,Москва,,Долгая ночь.,False,https://www.moscowbooks.ru/image/book/640/w259/i640354.jpg,,"После неожиданной и страшной гибели Шёпота обстановка в дикой стае всё больше накаляется. Вожаки Альфа и Бета, недавно ставшие родителями, стараются сдержать охватившую собак панику и направляют их гнев и жажду мести на внешних врагов: койотов и лис. Одна лишь Гроза, измученная ночными прогулками, после которых она ничего не помнит, не верит, что это сделали не-собаки. Страшное подозрение терзает её изнутри - коварный враг где-то рядом, он притаился среди них... Свирепая собака понимает: она не может доверять никому, даже самой себе. Гроза пытается донести свои сомнения до Счастливчика, однако тот остаётся глух ко всем её словам. Остальные же члены стаи уверены, что виновниками их злоключений являются лисы, решившие отомстить собакам за смерть маленького лисёнка. Гроза понимает, что ей придётся действовать в одиночку. Запах опасности становится всё ближе и острее... Для среднего школьного возраста.",Павлова И. В.,,205x132x20,0,,318,Твердый переплет,5000 экз.,,84х108 1/32,,360 руб.,английский,русский
971033,978-5-00111-351-5,Хантер Э.,204213,,04.01.2019,845 гр.,6 +,2018,,Абрис,,,971033,Москва,,Рассвет. Звездный свет.,False,https://www.moscowbooks.ru/image/book/640/w259/i640355.jpg,,"Девятая книга эпопеи «Коты-воители» «Рассвет» рассказывает о том, как вернувшиеся после опасного странствия посланники Звёздного племени обнаруживают, что Двуногие наступают на владения лесных обитателей, стирая с лица земли священные для них места. Коты становятся изгнанниками, теряют своих родных, друзей и любимых. Кажется, надежды почти нет... В поисках спасения племена пускаются в долгое путешествие через горы, чтобы найти себе новый дом. Десятая книга серии «Звёздный свет» повествует о том, как четверо верных друзей-посланников привели котов на новое место. Покинув родные для них места, лесные племена прошли долгий и трудный путь, перенесли множество страданий. Но дело ещё не закончено... Котам, успевшим за время пути сдружиться друг с другом, предстоит снова разделиться на четыре племени и выбрать для себя территорию. А главное — целителям нужно найти новое место для бесед со Звёздным племенем. Только после этого чужая земля сможет стать для котов-воителей настоящим домом. Великолепное издание большого подарочного формата с цветными иллюстрациями. Пятой том серии «Коты-воители. Золотая коллекция».",Максимова В.А.,,,0,,463,Твердый переплет,3000 экз.,,70*108 1/16,,670 руб.,английский,русский
971727,978-5-00111-531-1,Хантер Э.,220310,,13.01.2019,845 гр.,,2019,,Абрис,,,971727,Москва,,Приключения Ольхолапа.,False,https://www.moscowbooks.ru/image/book/640/w259/i640875.jpg,,"Не успели племена котов-воителей залечить раны, нанесённые страшным наводнением, как над ними нависла новая угроза. Четыре целителя получают пророчество от звёздных предков о приближении тёмных времён и о единственной надежде на всеобщее спасение: «Примите то, что вы найдёте среди теней, ибо только им суждено расчистить небеса». В это же время маленькому Ольхолапу, сыну Ежевичной Звезды и Белки, начинают являться во снах неизвестные коты, умоляющие о помощи и защите. Ежевичная Звезда связывает эти видения с новым пророчеством и принимает решение отправить сына на их поиски. Старейшина Песчаная Буря, мечтающая в последний раз исполнить воинский долг, и несколько её соплеменников вызываются сопровождать Ольхолапа, даже не догадываясь о том, каким долгим и трудным окажется это путешествие, исход которого определит судьбу всех племён.",Максимова В.А.,,,0,,317,Твердый переплет,3000 экз.,,70*108 1/16,,360 руб.,английский,русский
972574,978-5-17-114425-8,Глуховский Д. А.,ASE000000000842698,,18.01.2019,520 гр.,,2019,,АСТ,,,972574,Москва,,Метро 2033.,True,https://www.moscowbooks.ru/image/book/641/w259/i641541.jpg,,"Третья мировая стерла человечество с лица Земли. Планета опустела. Мегаполисы обращены в прах и пепел. Железные дороги ржавеют. Спутники одиноко болтаются на орбите. Радио молчит на всех частотах. Выжили только те, кто, услышав сирены тревоги, успел добежать до дверей московского метро. Там, на глубине в десятки метров, на станциях и в туннелях, люди пытаются переждать конец света. Там они создали себе новый мирок вместо потерянного огромного мира. Они цепляются за жизнь изо всех сил и отказываются сдаваться. Они мечтают вернуться наверх — однажды, когда радиационный фон от ядерных бомбардировок спадет. И не оставляют надежды найти других выживших… ""Метро 2035"" продолжает — и завершает историю Артема из первой книги культовой трилогии. Эту книгу миллионы читателей ждали долгие десять лет, и права на перевод иностранные издатели выкупили задолго до того, как роман был окончен. При этом ""2035"" — книга независимая, и именно с нее можно начать посвящение в сагу, которая покорила Россию и весь мир.",,,215x167x25,0,,384,Твердый переплет,20000 экз.,,70х90 1/16,,614 руб.,,русский
972600,978-5-905909-44-3,"Стругацкий А. Н., Стругацкий Б. Н.",,,18.01.2019,650 гр.,,2018,,Издательство Сидорович,,,972600,СПб,,Полное собрание сочинений. В 33 томах. Том 12. 1967. Часть 2.,True,https://www.moscowbooks.ru/image/book/641/w259/i641659.jpg,,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",,,208x132x23,0,,544,Твердый переплет (ткань),350 экз.,,84х108 1/32,,3000 руб.,,русский
972610,978-5-905909-48-1,"Стругацкий А. Н., Стругацкий Б. Н.",,,18.01.2019,705 гр.,,2019,,Издательство Сидорович,,,972610,СПб,,Полное собрание сочинений. В 33 томах. Том 13. 1968. Часть 1.,True,https://www.moscowbooks.ru/image/book/641/w259/i641661.jpg,,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",,,208x132x34,0,,576,Твердый переплет (ткань),350 экз.,,84х108 1/32,,3000 руб.,,русский
972772,978-5-17-113081-7,"Стругацкий А. Н., Стругацкий Б. Н.",ASE000000000841315,,19.01.2019,645 гр.,,2019,,АСТ,,,972772,Москва,,Собрание сочинений. 1967-1968. Том 5.,True,https://www.moscowbooks.ru/image/book/641/w259/i641698.jpg,,"Аркадий (1925–1991) и Борис (1933–2012) Стругацкие — русские советские писатели-фантасты, поднявшие отечественную фантастику до высот мирового уровня. Переведенные на все основные языки, изданные суммарным тиражом более 500 миллионов экземпляров, их книги до сих пор экранизируются, активно обсуждаются и служат источником вдохновения для нового поколения писателей и читателей.В этот том вошли ""Сказка о Тройке"", ""Сказка о Тройке – 2"", ""Обитаемый остров"".",,,220x145x40,0,,607,Твердый переплет,2500 экз.,,60х90 1/16,,647 руб.,,русский
973330,978-5-04-099915-6,Фицджеральд Ф. С.,ITD000000000945881,,22.01.2019,180 гр.,,2019,,Эксмо,,,973330,Москва,,"Спаси меня, вальс.",True,https://www.moscowbooks.ru/image/book/641/w259/i641911.jpg,,"""Спаси меня, вальс"" — единственный роман знаменитой Зельды Фицджеральд, отличающийся яркой образностью и очевидными автобиографическими аналогиями. Зельда писала о том, что хорошо знала сама, — о двадцатых годах двадцатого века, ""эпохе джаза"" и ""потерянного поколения"", когда люди ее круга сначала стремились преодолеть будничную рутину, а потом скуку нескончаемого веселья. На фоне артистических кругов Нью-Йорка и Парижа иногда абсолютно точно, а иногда с точностью до наоборот отображена жизнь легендарной четы и, словно на авансцене, любит, мучается, набирается мудрости легкомысленная и взбалмошная красавица Алабама Найт. Тяжелое балетное искусство, описанное детально и реалистично, помогает ей обрести мир в душе и найти себя. Пронзительная книга о потерянной жизни, но не выдуманного персонажа, а живой женщины.",Володарская Л.,,180x115x14,0,,352,Мягкая обложка,3000 экз.,,76х100 1/32,,144 руб.,английский,русский
974491,978-5-389-15734-7,Роулинг Дж. К.,А0000017322,,29.01.2019,385 гр.,10 +,2019,,Махаон; Азбука-Аттикус,,,974491,Москва,,Фантастические твари. Преступления Грин-де-Вальда. Оригинальный сценарий.,True,https://www.moscowbooks.ru/image/book/642/w259/i642743.jpg,,"Перед вами оригинальный сценарий, написанный Дж.К. Роулинг для второго фильма пятисерийной киноэпопеи «Фантастические твари». События разворачиваются в 1927 году, спустя несколько месяцев после окончания истории первого фильма. Действие переносится из Нью-Йорка в Лондон, затем в Париж и, наконец, в Хогвартс — и открывает совершенно новую, захватывающую главу о мире магов и волшебников.Могущественный черный волшебник Геллерт Грин-де-Вальд пойман в Нью-Йорке с помощью Ньюта Саламандера. Изворотливому и мстительному Грин-де-Вальду удается бежать из тюрьмы и собрать вокруг себя группу последователей. Вместе с чистокровными волшебниками он собирается поднять мятеж и захватить власть в обычном, неволшебном, мире. В надежде помешать Грин-де-Вальду Альбус Дамблдор обращается за помощью к Ньюту Саламандеру, его бывшему ученику в Хогвартсе. Ньют соглашается помочь, не ведая об опасностях, которые его ждут. Сообщество волшебников расколото: даже ближайшие друзья и родственники оказываются на разных сторонах. Испытание огнем предстоит главным человеческим ценностям — любви и верности.",,,206x130x25,5,,304,Твердый переплет+суперобложка,35000 экз.,,84х108 1/32,,489 руб.,английский,русский
975440,978-5-00111-533-5,Хантер Э.,223830,,02.02.2019,365 гр.,6 +,2019,,Абрис,,,975440,Москва,,Земля отважных. Ветер перемен.,False,https://www.moscowbooks.ru/image/book/643/w259/i643504.jpg,,"Тени сгустились над Землёй Отважных. Нарастающие противоречия угрожают окончательно нарушить хрупкое равновесие между травоядными и хищниками. Стада и племена отдаляются друг от друга всё больше и больше, а недавние союзники становятся непримиримыми врагами. Властолюбивый бабуин Жало, обманом провозгласивший себя Великим Отцом, хранителем Земли Отважных, готов пойти на любую подлость, чтобы не потерять своё новообретённое влияние. Лишь троим избранным - слонихе Тучке, бабуину Занозе и льву Бесстрашному - под силу остановить его и найти истинного Великого Родителя, подарив всем животным надежду на лучшее будущее. Только тогда равновесие восстановится и в Земле Отважных вновь задует ветер перемен...",Голосовская А.Ю.,,,0,,351,Твердый переплет,3000 экз.,,84х108 1/32,,360 руб.,английский,русский
975782,978-5-00111-180-1,Хантер Э.,184012,,05.02.2019,355 гр.,,2017,,Абрис,,,975782,Москва,,Тайный враг.,False,https://www.moscowbooks.ru/image/book/643/w259/i643790.jpg,,"Белла и ее собачки-на-поводочке находят хорошее место для жизни в лесу. Но свора псов под предводительством полуволка прогоняет их, лишая доступа к добыче и воде. Тогда у Беллы созревает план — она просит Счастливчика проникнуть в стаю противников, сказаться там своим и разузнать их тайны, чтобы ее племя могло ими воспользоваться. Лаки не хочет быть шпионом и предателем, но под давлением сестры вынужден уступить. Этим он подвергает себя огромной опасности.",Максимова В. А.,,,0,,351,Твердый переплет,3000 экз.,,84х108 1/32,,360 руб.,английский,русский
976267,978-5-17-113122-7,Глуховский Д. А.,ASE000000000841358,,08.02.2019,520 гр.,,2019,,АСТ,,,976267,Москва,,Метро 2035.,True,https://www.moscowbooks.ru/image/book/644/w259/i644239.jpg,,"Третья мировая стерла человечество с лица Земли. Планета опустела. Мегаполисы обращены в прах и пепел. Железные дороги ржавеют. Спутники одиноко болтаются на орбите. Радио молчит на всех частотах. Выжили только те, кто, услышав сирены тревоги, успел добежать до дверей московского метро. Там, на глубине в десятки метров, на станциях и в туннелях, люди пытаются переждать конец света. Там они создали себе новый мирок вместо потерянного огромного мира. Они цепляются за жизнь изо всех сил и отказываются сдаваться. Они мечтают вернуться наверх — однажды, когда радиационный фон от ядерных бомбардировок спадет. И не оставляют надежды найти других выживших… ""Метро 2035"" продолжает — и завершает историю Артема из первой книги культовой трилогии. Эту книгу миллионы читателей ждали долгие десять лет, и права на перевод иностранные издатели выкупили задолго до того, как роман был окончен. При этом ""2035"" — книга независимая, и именно с нее можно начать посвящение в сагу, которая покорила Россию и весь мир.",,,216x168x24,0,,384,Твердый переплет,5000 экз.,,70х90 1/16,,614 руб.,,русский
977392,978-5-17-113588-1,"Стругацкий А. Н., Стругацкий Б. Н.",ASE000000000841844,,15.02.2019,650 гр.,,2019,,АСТ,,,977392,Москва,,Собрание сочинений. 1969-1973. Том 6.,True,https://www.moscowbooks.ru/image/book/645/w259/i645242.jpg,,"Аркадий (1925–1991) и Борис (1933–2012) Стругацкие — русские советские писатели-фантасты, поднявшие отечественную фантастику до высот мирового уровня. Переведенные на все основные языки, изданные суммарным тиражом более 500 миллионов экземпляров, их книги до сих пор экранизируются, активно обсуждаются и служат источником вдохновения для нового поколения писателей и читателей. В этот том вошли ""Отель ""У Погибшего Альпиниста"""", ""Малыш"", ""Пикник на обочине"", ""Парень из преисподней"".",,,220x145x40,0,,592,Твердый переплет,2500 экз.,,60х90 1/16,,647 руб.,,русский
977588,978-5-17-085880-4,Лукьяненко С. В.,AST000000000166475,,16.02.2019,520 гр.,,2019,,АСТ,,,977588,Москва,,Трикс: Недотепа. Непоседа.,True,https://www.moscowbooks.ru/image/book/645/w259/i645377.jpg,,"Романтические увлечения балладами и старинными сказаниями не доводят до добра… Мечтательный, неприспособленный к жизни Трикс, наследник со-герцога Солье, внезапно оказывается в центре дворцового переворота. В результате он успевает побывать и пленником, и беглецом без всяких надежд на будущее. Однако дорога приведет его к новым друзьям и опасностям, поможет найти учителя и любовь. Главное — не бояться трудностей и шагать вперед!",,,205x130x35,0,,768,Твердый переплет,2000 экз.,,84х108 1/32,,442 руб.,,русский
979197,978-5-00111-525-0,Хантер Э.,223831,,27.02.2019,356 гр.,,2019,,Абрис,,,979197,Москва,,Тени сгущаются.,False,https://www.moscowbooks.ru/image/book/646/w259/i646705.jpg,,"Тьма угрожает Дикой Стае. Гроза полна решимости защитить своих товарищей от любой угрозы, но что делать, если враг скрывается среди них? Подозрения и недоверие разрывают собак на части. Если они не раскроют предателя в ближайшее время, Грозе будет некого защищать...",Павлова И.В.,,,0,,351,Твердый переплет,5000 экз.,,84х108 1/32,,360 руб.,английский,русский
979539,978-5-00111-535-9,Хантер Э.,223832,,28.02.2019,357 гр.,6 +,2019,,Абрис,,,979539,Москва,,Бескрайнее Озеро.,False,https://www.moscowbooks.ru/image/book/646/w259/i646800.jpg,,"Счастливчик и его друзья сумели победить собак безумного Ужаса, но опасности преследуют их по пятам. Стая вышла к берегам загадочного озера, простирающегося до самого края небес. На новом месте совсем не оказалось пригодной для еды дичи. Зима все ближе, стая начала голодать, но Альфа заботился только о себе, обвиняя собак в недостатке рвения и желания выжить. Тем временем Свирепые псы полны решимости уничтожить стаю Альфы, они готовы пойти на все, чтобы вернуть Грозу. Счастливчик из последних сил пытается защитить своих друзей, но с каждым днем его все сильнее одолевают кровавые видения грядущей великой битвы. Собачья Гроза приближается… Для среднего школьного возраста.",Максимова В.А.,,,0,,350,Твердый переплет,2000 экз.,,84х108 1/32,,360 руб.,английский,русский
980091,978-5-389-15519-0,Достоевский Ф. М.,А0000017071,,04.03.2019,850 гр.,,2019,,Азбука; Азбука-Аттикус,,,980091,СПб,,Братья Карамазовы.,True,https://www.moscowbooks.ru/image/book/647/w259/i647201.jpg,,"«Братья Карамазовы» (1879–1880), последний, самый объемный и один из наиболее известных романов Ф. М. Достоевского, обращают читателя к вневременным нравственно-философским вопросам о грехе, воздаянии, сострадании и милосердии. Книга, которую сам писатель определил как «роман о богохульстве и опровержении его», явилась попыткой «решить вопрос о человеке», «разгадать тайну» человека, что, по Достоевскому, означало «решить вопрос о Боге». Сквозь призму почти детективной истории о жестоком убийстве главы провинциальной семьи Карамазовых автор повествует об извечной борьбе Божественного и дьявольского в человеческой душе. Один из самых глубоких в мировой литературе опытов отражения христианского сознания, «Братья Карамазовы» стали в XX веке объектом парадоксальных философских и психоаналитических интерпретаций.",,,215x145x39,0,,832,Твердый переплет,3000 экз.,,60х90 1/16,,487 руб.,,русский
981645,978-5-04-100921-2,Достоевский Ф. М.,ITD000000000953061,,15.03.2019,730 гр.,,2019,,Эксмо,,,981645,Москва,,Братья Карамазовы.,True,https://www.moscowbooks.ru/image/book/648/w259/i648456.jpg,,"""Братья Карамазовы"" — итоговый роман Ф.М. Достоевского, в нем сконцентрировались вся художественная мощь писателя и глубина прозрений религиозного мыслителя. ""Братья Карамазовы"" — это итоговое произведение, в котором испепеляющая страсть, борьба за наследство, богоискательство выводят на глобальные вопросы о самой сущности человека, о его природе. Каждый характер, как бы сложен он ни был, у Достоевского предстает некой частью одной, почти безграничной картины — это картина многогранной человеческой души, и в этой душе, и за эту душу идет нескончаемая битва добра и зла.",,,200x130x45,0,,896,Твердый переплет+суперобложка,3000 экз.,,84х108 1/32,,403 руб.,,русский
982096,5-7406-0937-5,Достоевский Ф. М.,,,19.03.2019,75 гр.,,2005,,Янтарный сказ,,,982096,Калининград,,Дневник писателя.,True,https://www.moscowbooks.ru/image/book/150/w259/i150372.jpg,,"В книге содержатся отрывки и афоризмы из ""Дневника писателя"", которые раскрывают мировоззрение Ф.М. Достоевского, его общественно-политические взгляды на Россию и Европу. Здесь же представлены мысли писателя о величии национального духа, родного языка и русской культуры. Книга выполнена в миниварианте.",,,,0,,144,Твердый переплет,5000 экз.,,70х90 1/64,,88 руб.,,русский
982409,978-5-17-113862-2,Фрай М.,ASE000000000842052,,21.03.2019,430 гр.,,2019,,АСТ,,,982409,Москва,,"Книга для таких, как я.",True,https://www.moscowbooks.ru/image/book/649/w259/i649059.jpg,,"В этой книге собраны тексты, написанные еще в девяностых годах прошлого века для разных интернет-проектов: рубрика Macht Frei в легендарной Газете.ру; книжка-игрушка ""Идеальный роман"", состоящая из последних абзацев вымышленных книг, жаждущая рассказать простыми словами об очень сложных явлениях. В этой книге Макс Фрай предстает перед нами не столько писателем, сколько страстным читателем, человеком, которому нравилось играть в литературные игры. И вообще играть.",,,200x130x30,0,,480,Твердый переплет,7000 экз.,,84х108 1/32,,384 руб.,,русский
982689,978-5-04-101015-7,Роллинс Дж.,ITD000000000953451,,22.03.2019,510 гр.,,2019,,Эксмо,,,982689,Москва,,Пекло.,True,https://www.moscowbooks.ru/image/book/649/w259/i649208.jpg,,"Однажды под Рождество коммандер спецотряда ""Сигма"" Грей Пирс возвратился домой — и с ужасом понял, что в его отсутствие к нему наведывались незваные гости. И что Сейхан, любовь всей жизни Грея, беременная его ребенком, похищена. Ее лучшая подруга Кэт лежала без признаков жизни на окровавленном полу. Врачи на базе ""Сигмы"" установили, что женщина находится в коме, но мозг ее работает. Именно из него, с помощью высочайших технологий, удалось вытащить ниточку, ведущую к нападавшим. Но никто не ожидал, что эта ниточка заведет ""Сигму"" очень, очень далеко — аж во времена Святой инквизиции и охоты на ведьм…",Белышева О.,,215x145x28,0,,464,Твердый переплет,15000 экз.,,60х90 1/16,,504 руб.,английский,русский
983191,978-5-17-114346-6,"Стругацкий А. Н., Стругацкий Б. Н.",ASE000000000842614,,26.03.2019,285 гр.,,2019,,АСТ,,,983191,Москва,,Пикник на обочине.,True,https://www.moscowbooks.ru/image/book/649/w259/i649619.jpg,,"Пожалуй, в истории современной мировой фантастики найдется не так много произведений, которые оставались бы популярными столь долгое время. Повесть послужила основой культового фильма Тарковского ""Сталкер""; через три десятилетия появились не менее культовая компьютерная игра с тем же названием и целая серия повестей и романов, написанных с использованием мира ""Пикника"".",,,180x115x25,0,,256,Твердый переплет,5000 экз.,,76х100 1/32,,304 руб.,,русский
986027,978-5-905909-51-1,"Стругацкий А. Н., Стругацкий Б. Н.",978-5-905909-51-1,,15.04.2019,555 гр.,,2019,,Издательство Сидорович,,,986027,СПб,,Полное собрание сочинений. В 33 томах. Том 14. 1968. Часть 2.,True,https://www.moscowbooks.ru/image/book/652/w259/i652085.jpg,,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",,,208x132x27,0,,448,Твердый переплет (ткань),350 экз.,,84х108 1/32,,3170 руб.,,русский
986028,978-5-905909-52-8,"Стругацкий А. Н., Стругацкий Б. Н.",978-5-905909-52-8,,15.04.2019,690 гр.,,2019,,Издательство Сидорович,,,986028,СПб,,Полное собрание сочинений. В 33 томах. Том 15. 1969.,True,https://www.moscowbooks.ru/image/book/652/w259/i652086.jpg,,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",,,208x132x34,0,,560,Твердый переплет (ткань),350 экз.,,84х108 1/32,,3170 руб.,,русский
987119,978-5-9603-0470-2,Достоевский Ф. М.,ББ29279,,22.04.2019,990 гр.,,2019,,СЗКЭО,,,987119,СПб,,Преступление и наказание.,True,https://www.moscowbooks.ru/image/book/652/w259/i652738.jpg,,"""Преступление и наказание"" — одно из самых известных, цельных и глубоких произведений Достоевского. Текст этой драмы был впервые опубликован в журнальном варианте в 1866 году, а год спустя вышел отдельной книгой. Любопытно, что роман сразу привлек к себе внимание не только всей читающей российской публики, но и зарубежных криминалистов, которые восхищались тончайшим анализом психологии преступника, описанной в этом произведении.Данное издание романа завершает небольшой очерк, посвященный творчеству Достоевского.Иллюстрации к роману, хорошо передающие и городскую атмосферу Петербурга последней трети XIX века, и сложный мир персонажей драмы, выполнены Ольгой Андреевной Русаковой.",,,241x175x41,0,,432,Твердый переплет,3000 экз.,,,,630 руб.,,русский
988509,,Достоевский Ф. М.,978-5-389-15519-0,Офсетная,30.04.2019,960 гр.,,2019,,,,,988509,СПб,,Братья Карамазовы,True,https://www.moscowbooks.ru/image/book/653/w259/i653792.jpg,Рисованный,"«Братья Карамазовы» (1879–1880), последний, самый объемный и один из наиболее известных романов Ф. М. Достоевского, обращают читателя к вневременным нравственно-философским вопросам о грехе, воздаянии, сострадании и милосердии. Книга, которую сам писатель определил как «роман о богохульстве и опровержении его», явилась попыткой «решить вопрос о человеке», «разгадать тайну» человека, что, по Достоевскому, означало «решить вопрос о Боге». Сквозь призму почти детективной истории о жестоком убийстве главы провинциальной семьи Карамазовых автор повествует об извечной борьбе Божественного и дьявольского в человеческой душе. Один из самых глубоких в мировой литературе опытов отражения христианского сознания, «Братья Карамазовы» стали в XX веке объектом парадоксальных философских и психоаналитических интерпретаций.Ограниченный тираж.",,,215x145x45,0,,832,Кожаный переплет,,Углубленное тиснение (красочное плоскоуглубленное изображение),60х90 1/16,,6318 руб.,,русский
